"name","current employee estimate","city","state"
"sky & sand gmbh",2,"berlin","berlin"
"berlinstartupjobs.com",2,"berlin","berlin"
"amateur(dot)rocks",2,"berlin","berlin"
"sana berlin hotel",2,"berlin","berlin"
"robert riele gmbh & co kg",2,"berlin","berlin"
"konsument gmbh",2,"berlin","berlin"
"beyond strategies gmbh",2,"berlin","berlin"
"key4talent gmbh",2,"berlin","berlin"
"apparent media",2,"berlin","berlin"
"helu kabel gmbh",2,"berlin","berlin"
"rootsfactory consulting network",2,"berlin","berlin"
"mustang investments",2,"berlin","berlin"
"visuveda ug (haftungsbeschränkt)",2,"berlin","berlin"
"rkm consulting, llc",2,"berlin","berlin"
"tchop gmbh",2,"berlin","berlin"
"taxi berlin",2,"berlin","berlin"
"visioneers - volunteering with a vision",2,"berlin","berlin"
"heldisch networx gmbh",2,"berlin","berlin"
"melt festival",2,"berlin","berlin"
"hygiene-institut aysid gmbh",2,"berlin","berlin"
"astratum",2,"berlin","berlin"
"ibc international business congress e.v.",2,"berlin","berlin"
"kremer hausverwaltungen gmbh",2,"berlin","berlin"
"max-beckmann-oberschule",2,"berlin","berlin"
"moringa science publishing ug (haftungsbeschränkt)",2,"berlin","berlin"
"start smart",2,"berlin","berlin"
"dkb grundbesitzvermittlung gmbh",2,"berlin","berlin"
"copicos",2,"berlin","berlin"
"scube parks",2,"berlin","berlin"
"kirsen global security",2,"berlin","berlin"
"karma restaurant berlin",2,"berlin","berlin"
"vanatari international gmbh",2,"berlin","berlin"
"arxes information design berlin gmbh",2,"berlin","berlin"
"social coop media",2,"berlin","berlin"
"hatje cantz verlag",2,"berlin","berlin"
"dr. albrecht & partner gbr",2,"berlin","berlin"
"kat florence design limited",2,"berlin","berlin"
"archer targeted communication",2,"berlin","berlin"
"procado consulting, it- & medienservice gmbh",2,"berlin","berlin"
"cook technology & holdings inc.",2,"berlin","berlin"
"yptokey",2,"berlin","berlin"
"desec",2,"berlin","berlin"
"schernbeck gruppe",2,"berlin","berlin"
"diatom internet & medien gmbh",2,"berlin","berlin"
"deutscher bauernverband e.v.",2,"berlin","berlin"
"everycademy",2,"berlin","berlin"
"redmarketing berlin",2,"berlin","berlin"
"man on a mission®",2,"berlin","berlin"
"papas shorts",2,"berlin","berlin"
"reventix gmbh",2,"berlin","berlin"
"doppelstern agentur für digitale zukunft",2,"berlin","berlin"
"berlin connect",2,"berlin","berlin"
"pflegedich",2,"berlin","berlin"
"wolff daten. menschen. marketing. gmbh",2,"berlin","berlin"
"boutiq",2,"berlin","berlin"
"ciao ristorante",2,"berlin","berlin"
"hotelforce",2,"berlin","berlin"
"weiss & cie.",2,"berlin","berlin"
"eisvogel media ug (haftungsbeschränkt)",2,"berlin","berlin"
"alvdigital systems",2,"berlin","berlin"
"meditatorium",2,"berlin","berlin"
"von.weniger",2,"berlin","berlin"
"clang music gmbh",2,"berlin","berlin"
"beatguide",2,"berlin","berlin"
"boxie24 storage",2,"berlin","berlin"
"#podojo",2,"berlin","berlin"
"bangup bullet",2,"berlin","berlin"
"carcasse design collective",2,"berlin","berlin"
"stand & marvel",2,"berlin","berlin"
"hermione flynn",2,"berlin","berlin"
"tectumedia gmbh",2,"berlin","berlin"
"berliner süden",2,"berlin","berlin"
"sportstechx",2,"berlin","berlin"
"globits gmbh",2,"berlin","berlin"
"grand hostel berlin gmbh",2,"berlin","berlin"
"frieling verlag berlin",2,"berlin","berlin"
"vr primus gmbh - virtual reality solutions",2,"berlin","berlin"
"barnbrook steuerberatungsgesellschaft mbh",2,"berlin","berlin"
"demeral germany gmbh & co. vertriebs kg",2,"berlin","berlin"
"yes-europe (previously: european energy students network)",2,"berlin","berlin"
"blackchain group",2,"berlin","berlin"
"salespotentials - best jobs in sales",2,"berlin","berlin"
"pr-ide gbr",2,"berlin","berlin"
"media q ltd",2,"berlin","berlin"
"publishopia",2,"berlin","berlin"
"vinecase gmbh",2,"berlin","berlin"
"palästinensische mission",2,"berlin","berlin"
"assi teclog ag",2,"berlin","berlin"
"siiwii gmbh",2,"berlin","berlin"
"tropical tattoo",2,"berlin","berlin"
"handtmann services",2,"berlin","berlin"
"loehr",2,"berlin","berlin"
"element licht design",2,"berlin","berlin"
"kuhlen partnerschaft von rechtsanwälten mbb",2,"berlin","berlin"
"ahorn ag",2,"berlin","berlin"
"helix cognitive computing gmbh",2,"berlin","berlin"
"beds24.com online booking system & channel manager",2,"berlin","berlin"
"amcha deutschland",2,"berlin","berlin"
"terra naturkost handels kg",2,"berlin","berlin"
"sms - social media services",2,"berlin","berlin"
"photocircle",2,"berlin","berlin"
"kt-elektronik klaucke und partner gmbh",2,"berlin","berlin"
"basking automation gmbh",2,"berlin","berlin"
"prince charles berlin",2,"berlin","berlin"
"bürger sinoconsulting",2,"berlin","berlin"
"production associates gmbh",2,"berlin","berlin"
"deutsches technikmuseum berlin",2,"berlin","berlin"
"pyrexx gmbh",2,"berlin","berlin"
"prodevart ug (haftungsbeschraenkt)",2,"berlin","berlin"
"lepton media",2,"berlin","berlin"
"bidcore gmbh",2,"berlin","berlin"
"hella aglaia mobile vision gmbh",2,"berlin","berlin"
"finedesign llc",2,"berlin","berlin"
"econcept",2,"berlin","berlin"
"tmb logistik gmbh",2,"berlin","berlin"
"sleepz ag",2,"berlin","berlin"
"skydsl global gmbh",2,"berlin","berlin"
"fashion circle",2,"berlin","berlin"
"trekstones",2,"berlin","berlin"
"stürmer & dränger – visuelle kommunikation gmbh",2,"berlin","berlin"
"gedenkstätte berliner mauer",2,"berlin","berlin"
"sms - social media services gmbh",2,"berlin","berlin"
"drecon entretenimentos ltda",2,"berlin","berlin"
"aton verwaltungs- und handels gmbh",2,"berlin","berlin"
"openmjnd - design thinking - innovationsberatung und coaching",2,"berlin","berlin"
"envaris gmbh",2,"berlin","berlin"
"netzsieger",2,"berlin","berlin"
"cognomed - gesellschaft für fortbildung im gesundheitswesen",2,"berlin","berlin"
"artlab studios",2,"berlin","berlin"
"bold works gmbh",2,"berlin","berlin"
"dinox gmbh",2,"berlin","berlin"
"atameo",2,"berlin","berlin"
"median, llc",2,"berlin","berlin"
"bundeswehrkrankenhaus berlin",2,"berlin","berlin"
"caspian gmbh",2,"berlin","berlin"
"balázs",2,"berlin","berlin"
"berlin metropolitan school ggmbh",2,"berlin","berlin"
"cfx berlin software gmbh",2,"berlin","berlin"
"solads media gmbh",2,"berlin","berlin"
"mm1 technology gmbh",2,"berlin","berlin"
"getpress",2,"berlin","berlin"
"ritter butzke",2,"berlin","berlin"
"broken twill",2,"berlin","berlin"
"cfb - cnc feinmechanik berlin e. k.",2,"berlin","berlin"
"business improvement & consulting",2,"berlin","berlin"
"wertpunkt real estate experts gmbh",2,"berlin","berlin"
"caya - briefe digital empfangen",2,"berlin","berlin"
"galoma werbung gmbh",2,"berlin","berlin"
"icc germany e.v.",2,"berlin","berlin"
"restaurant marco polo",2,"berlin","berlin"
"comstor germany",2,"berlin","berlin"
"hotelhero",2,"berlin","berlin"
"simfy ag",2,"berlin","berlin"
"lichtwerk veranstaltungstechnik gmbh",2,"berlin","berlin"
"tedxberlin",2,"berlin","berlin"
"wils fabrik",2,"berlin","berlin"
"hmd speakeasy gmbh",2,"berlin","berlin"
"internationales design-zentrum",2,"berlin","berlin"
"shopwings",2,"berlin","berlin"
"alpha translation service",2,"berlin","berlin"
"onfeedback gmbh",2,"berlin","berlin"
"cetos services ag",2,"berlin","berlin"
"www.floachleitner.com",2,"berlin","berlin"
"us berlin",2,"berlin","berlin"
"artbutler | teamspring gmbh",2,"berlin","berlin"
"kompetenzzentrum kritische infrastrukturen e.v.",2,"berlin","berlin"
"ncs colour centre finland",2,"berlin","berlin"
"7star music & media",2,"berlin","berlin"
"pitaya.yoga",2,"berlin","berlin"
"nakamo.to",2,"berlin","berlin"
"greendeck.co",2,"berlin","berlin"
"uhde inventa-fischer gmbh",2,"berlin","berlin"
"jobinnovator",2,"berlin","berlin"
"healthnatives gmbh",2,"berlin","berlin"
"prysmian kabel und systeme gmbh",2,"berlin","berlin"
"neon ventures",2,"berlin","berlin"
"golden tulip berlin - hotel hamburg",2,"berlin","berlin"
"zementwerk berlin gmbh & co. kg",2,"berlin","berlin"
"men's quality",2,"berlin","berlin"
"okayfactor gmbh",2,"berlin","berlin"
"beyond machine",2,"berlin","berlin"
"reni | renewables insight",2,"berlin","berlin"
"kinderfee.de gmbh",2,"berlin","berlin"
"belyntic",2,"berlin","berlin"
"wesound gmbh",2,"berlin","berlin"
"medlango gmbh",2,"berlin","berlin"
"proudsugar",2,"berlin","berlin"
"welcomebeyond.com",2,"berlin","berlin"
"dr. brunthaler iitech gmbh",2,"berlin","berlin"
"travel company rossiya gmbh",2,"berlin","berlin"
"raureif gmbh",2,"berlin","berlin"
"escapist crossfit",2,"berlin","berlin"
"kanya's chance e.v.",2,"berlin","berlin"
"bundschuh architekten",2,"berlin","berlin"
"epsilon r&d",2,"berlin","berlin"
"pb.io",2,"berlin","berlin"
"taucher sound environments",2,"berlin","berlin"
"eu-fundraising association e.v.",2,"berlin","berlin"
"hessnatur stiftung",2,"berlin","berlin"
"bookitgreen",2,"berlin","berlin"
"frank partners",2,"berlin","berlin"
"konsolenkost gmbh",2,"berlin","berlin"
"lindemann schwennicke & partner",2,"berlin","berlin"
"instant noise productions",2,"berlin","berlin"
"samonig ag",2,"berlin","berlin"
"alexa seniorendienste gmbh",2,"berlin","berlin"
"cartwatch gmbh",2,"berlin","berlin"
"hausverwaltung optima gmbh",2,"berlin","berlin"
"qyotta ug (haftungsbeschränkt)",2,"berlin","berlin"
"polit-x",2,"berlin","berlin"
"studio klv",2,"berlin","berlin"
"inspirient",2,"berlin","berlin"
"bredereck willkomm rechtsanwälte",1,"berlin","berlin"
"digital request gmbh",1,"berlin","berlin"
"030folierung.berlin",1,"berlin","berlin"
"at home berlin potsdam",1,"berlin","berlin"
"sponsormob / mobile space ltd.",1,"berlin","berlin"
"richard scholz gmbh",1,"berlin","berlin"
"physiotherapie priehl",1,"berlin","berlin"
"galaxonic® digital agency berlin",1,"berlin","berlin"
"logopädie ausbildung",1,"berlin","berlin"
"sanus beteiligungs ag",1,"berlin","berlin"
"ltc now - learning training coaching",1,"berlin","berlin"
"birger-forell-grundschule",1,"berlin","berlin"
"kosmopolitica",1,"berlin","berlin"
"paradise productions",1,"berlin","berlin"
"artistic research & creative consultation - johanna barnbeck",1,"berlin","berlin"
"rechtsanwälte berger, groß, höhmann & partner",1,"berlin","berlin"
"conwimo gmbh immobilienmanagement",1,"berlin","berlin"
"haus sanssouci",1,"berlin","berlin"
"wein der woche gmbh",1,"berlin","berlin"
"earned media gmbh",1,"berlin","berlin"
"pin digital gmbh",1,"berlin","berlin"
"ornate solutions gmbh",1,"berlin","berlin"
"cinema mobile gmbh",1,"berlin","berlin"
"gabriele restaurant",1,"berlin","berlin"
"samsonowa & partners",1,"berlin","berlin"
"techspaghetti",1,"berlin","berlin"
"bali penthouse",1,"berlin","berlin"
"ristorante giramondo",1,"berlin","berlin"
"everything beta ug(haftungsbeschränkt)",1,"berlin","berlin"
"tiba technologieberatung gmbh",1,"berlin","berlin"
"marga kiewied photography",1,"berlin","berlin"
"ottlik.name",1,"berlin","berlin"
"ulrich hartung",1,"berlin","berlin"
"hotel & hostel friedrichshain",1,"berlin","berlin"
"bijondo",1,"berlin","berlin"
"advanced store gmbh",1,"berlin","berlin"
"ucs - projects and real estate ug",1,"berlin","berlin"
"commsart",1,"berlin","berlin"
"astronics",1,"berlin","berlin"
"aklamio uk",1,"berlin","berlin"
"new now | we design digital experiences",1,"berlin","berlin"
"ingenieurbüro für technische kommunikation",1,"berlin","berlin"
"interloom",1,"berlin","berlin"
"medical data solutions gmbh",1,"berlin","berlin"
"politepix",1,"berlin","berlin"
"intakt-reisen gmbh & co. kg",1,"berlin","berlin"
"group zero one gmbh",1,"berlin","berlin"
"technisches büro haber gmbh",1,"berlin","berlin"
"mobile chamber experts gmbh",1,"berlin","berlin"
"brandenburger boden gbr",1,"berlin","berlin"
"civic vision",1,"berlin","berlin"
"bohmeyer & schuster gmbh",1,"berlin","berlin"
"berolina elektronik gmbh",1,"berlin","berlin"
"gymnasium tiergarten",1,"berlin","berlin"
"müsiad berlin",1,"berlin","berlin"
"colibriagentur für schauspieler",1,"berlin","berlin"
"energy pictures",1,"berlin","berlin"
"camovis",1,"berlin","berlin"
"metropolitan aesthetics",1,"berlin","berlin"
"engelberg",1,"berlin","berlin"
"friendfiler",1,"berlin","berlin"
"scada torch",1,"berlin","berlin"
"cell²",1,"berlin","berlin"
"kw institute for contemporary art",1,"berlin","berlin"
"eye love, llc",1,"berlin","berlin"
"hausburgschule",1,"berlin","berlin"
"rehavista",1,"berlin","berlin"
"inpera gmbh",1,"berlin","berlin"
"pk systems gmbh",1,"berlin","berlin"
"night tide",1,"berlin","berlin"
"bureau for digital good",1,"berlin","berlin"
"est energie-system-technik gmbh",1,"berlin","berlin"
"lenzen architekten",1,"berlin","berlin"
"müller radack rechtsanwälte notare",1,"berlin","berlin"
"steinzeit berlin gmbh",1,"berlin","berlin"
"expert move",1,"berlin","berlin"
"blackbird music",1,"berlin","berlin"
"chaire entrepreneuriat escp europe - madrid",1,"berlin","berlin"
"robur.io",1,"berlin","berlin"
"milgro",1,"berlin","berlin"
"müller pr & consulting",1,"berlin","berlin"
"3dmöbel",1,"berlin","berlin"
"loox sports gmbh",1,"berlin","berlin"
"b5 solutions gmbh holding",1,"berlin","berlin"
"carzapp",1,"berlin","berlin"
"inpuncto personalmanagement",1,"berlin","berlin"
"marechiaro",1,"berlin","berlin"
"sabobe",1,"berlin","berlin"
"system 4t",1,"berlin","berlin"
"fricopan gmbh",1,"berlin","berlin"
"yeopen (yeopen.com)",1,"berlin","berlin"
"immanuel krankenhaus berlin",1,"berlin","berlin"
"matter - architecture + urbanism",1,"berlin","berlin"
"physiotherapie vladimir velazquez reve",1,"berlin","berlin"
"yns network solutions gmbh",1,"berlin","berlin"
"incompliance gmbh",1,"berlin","berlin"
"belegmeister gmbh",1,"berlin","berlin"
"allround autovermietung",1,"berlin","berlin"
"jukserei",1,"berlin","berlin"
"hey berlin magazin",1,"berlin","berlin"
"the startup gallery",1,"berlin","berlin"
"t&h trading ohg",1,"berlin","berlin"
"floorish",1,"berlin","berlin"
"luftkontor berlin gmbh",1,"berlin","berlin"
"mh-sec",1,"berlin","berlin"
"geocon software gmbh",1,"berlin","berlin"
"smh - krankentransport",1,"berlin","berlin"
"inklusive entwicklung",1,"berlin","berlin"
"manfred naescher",1,"berlin","berlin"
"kill your darling",1,"berlin","berlin"
"chainwise group - blockchain consulting & solutions gmbh",1,"berlin","berlin"
"boddenberg.it",1,"berlin","berlin"
"alex korting themed entertainment design",1,"berlin","berlin"
"ilmg management gmbh",1,"berlin","berlin"
"trailblazer gmbh",1,"berlin","berlin"
"aristolo",1,"berlin","berlin"
"christina welzel",1,"berlin","berlin"
"the faces of theater e.kfm.",1,"berlin","berlin"
"a_ventures",1,"berlin","berlin"
"priv. doz. dr. med. sven scheffler",1,"berlin","berlin"
"cib-computer dr. grüneberg gmbh",1,"berlin","berlin"
"policynavigation",1,"berlin","berlin"
"applet-x gmbh",1,"berlin","berlin"
"retentiongrid",1,"berlin","berlin"
"projecthires.com",1,"berlin","berlin"
"egri unternehmensberatung gmbh",1,"berlin","berlin"
"successyou gmbh",1,"berlin","berlin"
"berliner beratungsdienst e.v.",1,"berlin","berlin"
"rebs real estate business services ug & co. kg",1,"berlin","berlin"
"satellic traffic management gmbh",1,"berlin","berlin"
"biotez",1,"berlin","berlin"
"alliierten museum",1,"berlin","berlin"
"launch fotostudio",1,"berlin","berlin"
"fellowhome ag",1,"berlin","berlin"
"assem electronics gmbh",1,"berlin","berlin"
"crassus gmbh & co. kg",1,"berlin","berlin"
"koch & friends immobilien",1,"berlin","berlin"
"miito",1,"berlin","berlin"
"hd handelsimmobilien gmbh",1,"berlin","berlin"
"tridix e.k.",1,"berlin","berlin"
"sofia",1,"berlin","berlin"
"wolfestone translation ltd.",1,"berlin","berlin"
"fsb frische service berlin gmbh & co. logistik kg",1,"berlin","berlin"
"designtransfer",1,"berlin","berlin"
"logistic-i ( politis ioannis & co lp)",1,"berlin","berlin"
"alternative berlin tours",1,"berlin","berlin"
"lynx tale",1,"berlin","berlin"
"haus der senioren",1,"berlin","berlin"
"wetriba gmbh & co.kg",1,"berlin","berlin"
"media:ware",1,"berlin","berlin"
"peter bäcker",1,"berlin","berlin"
"abalone consulting",1,"berlin","berlin"
"aupairnet24",1,"berlin","berlin"
"cloudradar - it monitoring as a service",1,"berlin","berlin"
"pasta la divina",1,"berlin","berlin"
"trust7 consulting",1,"berlin","berlin"
"hungr",1,"berlin","berlin"
"vescape gmbh",1,"berlin","berlin"
"curesec gmbh",1,"berlin","berlin"
"knowl school",1,"berlin","land berlin"
"theatermakeup.de",1,"berlin","berlin"
"thinkbox berlin ohanian sayegh windisch gbr",1,"berlin","berlin"
"umano capital gmbh",1,"berlin","berlin"
"goldschmiede hahs",1,"berlin","berlin"
"editude pictures gbr",1,"berlin","berlin"
"shsp architekten",1,"berlin","berlin"
"sib real estate management ltd.",1,"berlin","berlin"
"korpus berlin gmbh",1,"berlin","berlin"
"fruit logistica",1,"berlin","berlin"
"simon-dach-strasse",1,"berlin","berlin"
"verlag dr. albert bartens kg",1,"berlin","berlin"
"independent hotels (www.independent-hotels.com) clients: relais & chateaux, resnet world, wihp",1,"berlin","berlin"
"one to smile gmbh",1,"berlin","berlin"
"evonic exhibitions & events",1,"berlin","berlin"
"deals4downloads.com",1,"berlin","berlin"
"wega systems gmbh (travel)",1,"berlin","berlin"
"stockholm-berlin kommunikation",1,"berlin","berlin"
"braun lighting solutions e.k.",1,"berlin","berlin"
"25/7 design studio",1,"berlin","berlin"
"ristorante sale e tabacchi",1,"berlin","berlin"
"londonberlin industrial designers",1,"berlin","berlin"
"understanding ecommerce",1,"berlin","berlin"
"moviemove",1,"berlin","berlin"
"voxativ gmbh",1,"berlin","berlin"
"con'angel",1,"berlin","berlin"
"automation-berlin kunz gmbh",1,"berlin","berlin"
"www.andreewo.de",1,"berlin","berlin"
"häfner jiménez betcke jarosch landschaftsarchitektur gmbh",1,"berlin","berlin"
"yukoono",1,"berlin","berlin"
"hermann-gmeiner-grundschule",1,"berlin","berlin"
"waagenet",1,"berlin","berlin"
"juvigo ug (haftungsbeschränkt)",1,"berlin","berlin"
"sophiensaele",1,"berlin","berlin"
"centalus media gmbh",1,"berlin","berlin"
"k.o.s gmbh",1,"berlin","berlin"
"z3 web gmbh",1,"berlin","berlin"
"zinner global mobility gmbh",1,"berlin","berlin"
"redepraxis",1,"berlin","berlin"
"klemm's",1,"berlin","berlin"
"tatgeist ug",1,"berlin","berlin"
"q giant marketing services gmbh",1,"berlin","berlin"
"reveller records",1,"berlin","berlin"
"fairplaid.org",1,"berlin","berlin"
"deutscher kunstverlag",1,"berlin","berlin"
"glowsine sp. z o.o.",1,"berlin","berlin"
"silverfuture",1,"berlin","berlin"
"red banana tv gmbh",1,"berlin","berlin"
"relexa hotel berlin",1,"berlin","berlin"
"frau wolle",1,"berlin","berlin"
"aberum gmbh",1,"berlin","berlin"
"finow-grundschule berlin sesb",1,"berlin","berlin"
"workwide learning",1,"berlin","berlin"
"webpgr",1,"berlin","berlin"
"studio homewerk",1,"berlin","berlin"
"atelier-lilo c.karsten",1,"berlin","berlin"
"claros consulting pty ltd",1,"berlin","berlin"
"ffe media - medienmarketing gbr",1,"berlin","berlin"
"lookaround vr",1,"berlin","berlin"
"takumi japanische raumgestaltung",1,"berlin","berlin"
"pelmeni slam",1,"berlin","berlin"
"süper store",1,"berlin","berlin"
"produzentenallianz services gmbh",1,"berlin","berlin"
"coding friends ug (haftungsbeschränkt)",1,"berlin","berlin"
"majestic filmproduktion gmbh",1,"berlin","berlin"
"otto korsukéwitz gmbh",1,"berlin","berlin"
"nuances public affairs",1,"berlin","berlin"
"force m",1,"berlin","berlin"
"lilienthal-gymnasium",1,"berlin","berlin"
"architactics",1,"berlin","berlin"
"italia 90",1,"berlin","berlin"
"metropol incubator gmbh",1,"berlin","berlin"
"cpm architekten",1,"berlin","berlin"
"byteflare gmbh",1,"berlin","berlin"
"uas7 - german universities of applied sciences",1,"berlin","berlin"
"reload labs.",1,"berlin","berlin"
"gästehäuser der berliner stadtmission",1,"berlin","berlin"
"hanna steingräber va",1,"berlin","berlin"
"dpa-themendienst",1,"berlin","berlin"
"uniqate",1,"berlin","berlin"
"dino taxi",1,"berlin","berlin"
"voiceon telecom services gmbh",1,"berlin","berlin"
"the ngs hub",1,"berlin","berlin"
"acc werbeagentur gmbh",1,"berlin","berlin"
"e-confirm gmbh",1,"berlin","berlin"
"digisec ltda",1,"berlin","berlin"
"exmedio",1,"berlin","berlin"
"pokoko studio",1,"berlin","berlin"
"tanzfabrik berlin e.v.",1,"berlin","berlin"
"baltic college university of applied sciences campus potsdam",1,"berlin","berlin"
"spirit consult",1,"berlin","berlin"
"ovan",1,"berlin","berlin"
"parking lotnisko berlin",1,"berlin","berlin"
"aigner",1,"berlin","berlin"
"teamspring gmbh",1,"berlin","berlin"
"dk architekten",1,"berlin","berlin"
"paul's boutique",1,"berlin","berlin"
"dennree berlin gmbh",1,"berlin","berlin"
"rotorflug airservices",1,"berlin","berlin"
"rc partner",1,"berlin","berlin"
"hering architekturberatung",1,"berlin","berlin"
"digital nomad survey",1,"berlin","berlin"
"hellocoach",1,"berlin","berlin"
"the capital dance orchestra",1,"berlin","berlin"
"vonel law & consulting",1,"berlin","berlin"
"bellin immobilien gmbh",1,"berlin","berlin"
"echteberliner",1,"berlin","berlin"
"cenda gmbh",1,"berlin","berlin"
"quality magazine",1,"berlin","berlin"
"tanzstudio carmen",1,"berlin","berlin"
"x verleih",1,"berlin","berlin"
"insider yachts gmbh",1,"berlin","berlin"
"co.up coworking ug",1,"berlin","berlin"
"ingoscope systems gmbh",1,"berlin","berlin"
"ixds labs",1,"berlin","berlin"
"bystronic laser gmbh",1,"berlin","berlin"
"gewobag vb",1,"berlin","berlin"
"perlenkind filmwerkstatt",1,"berlin","berlin"
"getdeal gmbh",1,"berlin","berlin"
"mediateam werbeagentur gmbh",1,"berlin","berlin"
"homage store",1,"berlin","berlin"
"fm autoportal gmbh (autogazette.de)",1,"berlin","berlin"
"speckmann consulting & entrepreneurship",1,"berlin","berlin"
"maxxu gmbh",1,"berlin","berlin"
"kinder- und jugendclub go",1,"berlin","berlin"
"the tech experts",1,"berlin","berlin"
"berliner wirtschaftsgespräche e.v.",1,"berlin","berlin"
"endzeit entertainment",1,"berlin","berlin"
"asknerdy",1,"berlin","berlin"
"steigwert gmbh",1,"berlin","berlin"
"zappchoice gmbh",1,"berlin","berlin"
"elias fischer",1,"berlin","berlin"
"digital age advisory",1,"berlin","berlin"
"von garlitz travel",1,"berlin","berlin"
"freie schule am elsengrund",1,"berlin","berlin"
"lacers gmbh",1,"berlin","berlin"
"peomed ag",1,"berlin","berlin"
"parkinson",1,"berlin","berlin"
"coach capital, llc",1,"berlin","berlin"
"magicworkspace",1,"berlin","berlin"
"michels kliniken",1,"berlin","berlin"
"star automobile",1,"berlin","berlin"
"fotograf berlin | h2n photography",1,"berlin","berlin"
"olympiastadion berlin",1,"berlin","berlin"
"victor investment gmbh",1,"berlin","berlin"
"bka-theater",1,"berlin","berlin"
"hard&software consulting (hasocon)",1,"berlin","berlin"
"w ventures",1,"berlin","berlin"
"komat",1,"berlin","berlin"
"priam asset management gmbh",1,"berlin","berlin"
"fonlos®",1,"berlin","berlin"
"flores y amores",1,"berlin","berlin"
"link shot",1,"berlin","berlin"
"swan beauty",1,"berlin","berlin"
"zentraler theaterdienst",1,"berlin","berlin"
"fireside coaching",1,"berlin","berlin"
"stiftung marktwirtschaft",1,"berlin","berlin"
"die zukunftsbauer",1,"berlin","berlin"
"berlinfabrik",1,"berlin","berlin"
"berliner börsenkreis e.v.",1,"berlin","berlin"
"wendt grundbau gmbh",1,"berlin","berlin"
"havelland express",1,"berlin","berlin"
"dennis schubert",1,"berlin","berlin"
"hgt hotelconsulting",1,"berlin","berlin"
"nest berlin",1,"berlin","berlin"
"ilink kommunikationssysteme gmbh",1,"berlin","berlin"
"selma-lagerlöf-grundschule",1,"berlin","berlin"
"flexoft",1,"berlin","berlin"
"droste-hülshoff-gymnasium",1,"berlin","berlin"
"versammlungsleitung.berlin",1,"berlin","berlin"
"jutta gelzer",1,"berlin","berlin"
"b+p communications gmbh",1,"berlin","berlin"
"leckina gmbh",1,"berlin","berlin"
"goth holding gmbh",1,"berlin","berlin"
"trust in time ug",1,"berlin","berlin"
"atlantik-brücke e.v.",1,"berlin","berlin"
"personalprofi cld gmbh",1,"berlin","berlin"
"strategy & space",1,"berlin","berlin"
"bs berlin shuttle gmbh",1,"berlin","berlin"
"hotel park consul",1,"berlin","berlin"
"schmiddem & morgenstern gmbh / loanrecovery gmbh / urbanitas private wealth u.a.",1,"berlin","berlin"
"diekollaborateure.com",1,"berlin","berlin"
"bundesverband solarwirtschaft e.v.",1,"berlin","berlin"
"dolores",1,"berlin","berlin"
"schoneburg. literaturagentur und autorenberatung",1,"berlin","berlin"
"seminar für ländliche entwicklung",1,"berlin","berlin"
"peter morcinek",1,"berlin","berlin"
"restaurant brasil brasileiro",1,"berlin","berlin"
"drv service gmbh",1,"berlin","berlin"
"rk gebäudeservice gmbh & co. kg",1,"berlin","berlin"
"drumcoach-berlin",1,"berlin","berlin"
"vivax gmbh",1,"berlin","berlin"
"deutsche inkasso akademie gmbh",1,"berlin","berlin"
"webersupiran kommunikationsgestaltung",1,"berlin","berlin"
"dress-o-rama",1,"berlin","berlin"
"last heirs",1,"berlin","berlin"
"talentspace",1,"berlin","berlin"
"kazong games ug",1,"berlin","berlin"
"webteilchen gmbh",1,"berlin","berlin"
"u inn berlin hostel",1,"berlin","berlin"
"shaross invest gmbh",1,"berlin","berlin"
"cpv checkpoint-vermessung gmbh",1,"berlin","berlin"
"mss vtk / tracks",1,"berlin","berlin"
"politik-",1,"berlin","berlin"
"matchtime gmbh",1,"berlin","berlin"
"greenvironment plc",1,"berlin","berlin"
"carbon locker ug",1,"berlin","berlin"
"yacoub automation gmbh",1,"berlin","berlin"
"international media services",1,"berlin","berlin"
"sentientic",1,"berlin","berlin"
"laborrotwang",1,"berlin","berlin"
"stiftung internationales forum",1,"berlin","berlin"
"sonoxo management consulting gmbh",1,"berlin","berlin"
"blinkenlichten produktionen",1,"berlin","berlin"
"sobera capital",1,"berlin","berlin"
"deutsche chorjugend",1,"berlin","berlin"
"proteaimmun",1,"berlin","berlin"
"oasetech",1,"berlin","berlin"
"anvest alternative investments",1,"berlin","berlin"
"macchiato pictures filmproduktion",1,"berlin","berlin"
"musterfabrik berlin",1,"berlin","berlin"
"girafi",1,"berlin","berlin"
"attuned",1,"berlin","berlin"
"primehouse gmbh",1,"berlin","berlin"
"stiftung.berliner.mauer",1,"berlin","berlin"
"greenshowroom",1,"berlin","berlin"
"gansel rechtsanwälte",1,"berlin","berlin"
"manege ggmbh",1,"berlin","berlin"
"mirado",1,"berlin","berlin"
"wre training & beratung für touristiker",1,"berlin","berlin"
"fahrschule calligaris",1,"berlin","berlin"
"kinderkünstezentrum berlin",1,"berlin","berlin"
"la vendemmia",1,"berlin","berlin"
"wohnart ellen merkt einrichtungshaus",1,"berlin","berlin"
"optiper gmbh",1,"berlin","berlin"
"valuepartners cube gmbh",1,"berlin","berlin"
"bcix",1,"berlin","berlin"
"meridian international services (seychelles)",1,"berlin","berlin"
"solid taste gmbh",1,"berlin","berlin"
"nugg.ad",1,"berlin","berlin"
"mobile monsters gmbh",1,"berlin","berlin"
