"name","current employee estimate","city","state"
"visitate gmbh & co. kg",1,"berlin","berlin"
"kwg productions",1,"berlin","berlin"
"dz musikverlag",1,"berlin","berlin"
"schmidt-morsbach & partner",1,"berlin","berlin"
"energy living - ingenieurbüro gebäudeenergie",1,"berlin","berlin"
"oneminute gmbh",1,"berlin","berlin"
"seasons of pride",1,"berlin","berlin"
"ihr-gutachten.com gmbh",1,"berlin","berlin"
"k-event gmbh",1,"berlin","berlin"
"friendly training",1,"berlin","berlin"
"chocri gmbh",1,"berlin","berlin"
"rikschataxi und stadtrundfahrten",1,"berlin","berlin"
"loop * logo",1,"berlin","berlin"
"h&v möbelland gmbh",1,"berlin","berlin"
"schmidt oil & gas",1,"berlin","berlin"
"terminal y",1,"berlin","berlin"
"bettina koenen raumgestaltung",1,"berlin","berlin"
"crefo-factoring berlin-brandenburg gmbh",1,"berlin","berlin"
"xariva ventures",1,"berlin","berlin"
"brut",1,"berlin","berlin"
"berufsverband deutscher internisten e.v.",1,"berlin","berlin"
"dr.med.dent. thomas gellert zahnarzt",1,"berlin","berlin"
"mymuesli netherlands",1,"berlin","berlin"
"splendid delikatessen",1,"berlin","berlin"
"spacifik",1,"berlin","berlin"
"pflege-leicht",1,"berlin","berlin"
"bottler consulting",1,"berlin","berlin"
"ostkreuz ggmbh",1,"berlin","berlin"
"handfleet",1,"berlin","berlin"
"juliasys type studio",1,"berlin","berlin"
"projektgrafik",1,"berlin","berlin"
"cube travel",1,"berlin","berlin"
"karl marx hostel",1,"berlin","berlin"
"the bridge & co",1,"berlin","berlin"
"booker solymosi coaching",1,"berlin","berlin"
"lean learning lab",1,"berlin","berlin"
"massivplusbau",1,"berlin","berlin"
"atum immobilienmanagement ug",1,"berlin","berlin"
"new e webshop",1,"berlin","berlin"
"little rascal",1,"berlin","berlin"
"rettungsdienst süd-nord gmbh",1,"berlin","berlin"
"dieter lochner gmbh",1,"berlin","berlin"
"apix consultants ltd.",1,"berlin","berlin"
"leo-borchard-musikschule",1,"berlin","berlin"
"property partners berlin",1,"berlin","berlin"
"ideenfabrik ag",1,"berlin","berlin"
"ffire immobilienverwaltung ag",1,"berlin","berlin"
"carsystem farberlin gmbh",1,"berlin","berlin"
"videoart at midnight",1,"berlin","berlin"
"haustechnik g. werner gmbh & co. kg",1,"berlin","berlin"
"e-concierge",1,"berlin","berlin"
"eagle documents gmbh",1,"berlin","berlin"
"gastroinferno",1,"berlin","berlin"
"orap gmbh.",1,"berlin","berlin"
"kinderhilfe bulgarien e.v.",1,"berlin","berlin"
"geschäftsstelle exportinitiative erneuerbare energien im bmwi",1,"berlin","berlin"
"bundesverband der deutschen sicherheits- und verteidigungsindustrie",1,"berlin","berlin"
"chamba sports management",1,"berlin","berlin"
"segway berlin steckdose berlin ug",1,"berlin","berlin"
"der fc playfair! - verein für integrität im profifußball e.v.",1,"berlin","berlin"
"hohenzollern apotheke",1,"berlin","berlin"
"woonder",1,"berlin","berlin"
"bereuter & cie. gmbh versicherungsmakler",1,"berlin","berlin"
"d&p media",1,"berlin","berlin"
"frontline berlin gmbh",1,"berlin","berlin"
"the room - live escape game berlin",1,"berlin","berlin"
"plural/mixed",1,"berlin","berlin"
"boomads",1,"berlin","berlin"
"career service network germany",1,"berlin","berlin"
"legal skills rechtsanwälte und notar",1,"berlin","berlin"
"wbs ab",1,"berlin","berlin"
"hülsen michael hauschke seewald rechtsanwälte",1,"berlin","berlin"
"collignonarchitektur",1,"berlin","berlin"
"reinke.re",1,"berlin","berlin"
"dr. lietz marketing services gmbh",1,"berlin","berlin"
"kls bookings",1,"berlin","berlin"
"klug personalmanagement gmbh & co. kg",1,"berlin","berlin"
"labor pixel grain gmbh",1,"berlin","berlin"
"paalto",1,"berlin","berlin"
"ckc gmbh berlin kassensysteme",1,"berlin","berlin"
"progut mtc gmbh",1,"berlin","berlin"
"mediaservice rainer beddig",1,"berlin","berlin"
"sommelier privé",1,"berlin","berlin"
"miniloft apartment hotel gmbh",1,"berlin","berlin"
"berliner mieterverein e.v.",1,"berlin","berlin"
"ring center",1,"berlin","berlin"
"b.concepts - agentur für event und kommunikation",1,"berlin","berlin"
"pst grundbau gmbh",1,"berlin","berlin"
"harold dienstleistungs gmbh",1,"berlin","berlin"
"milestone real estate, inc.",1,"berlin","berlin"
"finvista berlin gmbh",1,"berlin","berlin"
"restaurant volt",1,"berlin","berlin"
"klinik am kurfürstendamm",1,"berlin","berlin"
"ares e-count gmbh",1,"berlin","berlin"
"propstack",1,"berlin","berlin"
"magari internet gmbh",1,"berlin","berlin"
"pockethernet",1,"berlin","berlin"
"restaurant buddha haus",1,"berlin","berlin"
"tcb - technology consult berlin gmbh",1,"berlin","berlin"
"imagio health",1,"berlin","berlin"
"medimobil häusliche krankenpflege",1,"berlin","berlin"
"mediaagentur-in.berlin",1,"berlin","berlin"
"agens arbeitsmarktservice ggmbh",1,"berlin","berlin"
"hausarztpraxis germedica",1,"berlin","berlin"
"compact haus",1,"berlin","berlin"
"toi toi toi | creative studio",1,"berlin","berlin"
"wear limited",1,"berlin","berlin"
"dccf sports gmbh",1,"berlin","berlin"
"dreamcheaper",1,"berlin","berlin"
"neonardo",1,"berlin","berlin"
"dana consulting",1,"berlin","berlin"
"erm consulting gmbh",1,"berlin","berlin"
"logowerk",1,"berlin","berlin"
"purplex gmbh",1,"berlin","berlin"
"deutsch-französische kita",1,"berlin","berlin"
"xmediaart - thinktank ug",1,"berlin","berlin"
"deutscher kulturrat e.v.",1,"berlin","berlin"
"lux",1,"berlin","berlin"
"cafe bombocado",1,"berlin","berlin"
"exige supply",1,"berlin","berlin"
"urs kuckertz photography",1,"berlin","berlin"
"proventjobsfor.me ag",1,"berlin","berlin"
"gingerbar health & wellbeing",1,"berlin","berlin"
"colocolo design",1,"berlin","berlin"
"deskish",1,"berlin","berlin"
"arrey kono",1,"berlin","berlin"
"bleckert.net",1,"berlin","berlin"
"briefmarken weine",1,"berlin","berlin"
"bundesverband deutscher pressesprecher e.v. (bdp)",1,"berlin","berlin"
"global impact grid",1,"berlin","berlin"
"mk srl",1,"berlin","berlin"
"fitbyferro",1,"berlin","berlin"
"10x value partners",1,"berlin","berlin"
"craftspace.de",1,"berlin","berlin"
"oranje berlin e.v.",1,"berlin","berlin"
"schulmedia gmbh",1,"berlin","berlin"
"changecockpit",1,"berlin","berlin"
"jlink connecting experts gmbh",1,"berlin","berlin"
"interior designer",1,"berlin","berlin"
"intrigued media",1,"berlin","berlin"
"mattheis werbeagentur gmbh",1,"berlin","berlin"
"empire agency",1,"berlin","berlin"
"rozynski sturm architekten",1,"berlin","berlin"
"l'agentur",1,"berlin","berlin"
"la marianna",1,"berlin","berlin"
"berie-food gmbh",1,"berlin","berlin"
"vip bus connection ohg",1,"berlin","berlin"
"tech 4 development",1,"berlin","berlin"
"whs foundation gmbh",1,"berlin","berlin"
"soulbottles",1,"berlin","berlin"
"kreateur | agentur für markenwelten",1,"berlin","berlin"
"akkord",1,"berlin","berlin"
"realpd – das immobilien netzwerk.",1,"berlin","berlin"
"gottfried-keller-gymnasium",1,"berlin","berlin"
"mesantis gmbh",1,"berlin","berlin"
"mamapapacola advertising gmbh",1,"berlin","berlin"
"rebscher immobilienmanagement",1,"berlin","berlin"
"classiqs.com gmbh",1,"berlin","berlin"
"symbiont-music",1,"berlin","berlin"
"supamolly",1,"berlin","berlin"
"fenike",1,"berlin","berlin"
"femquality",1,"berlin","berlin"
"michael wawoczny, architekt",1,"berlin","berlin"
"cleanery",1,"berlin","berlin"
"chez maurice",1,"berlin","berlin"
"curated",1,"berlin","berlin"
"learn, live & teach",1,"berlin","berlin"
"romantica restaurant",1,"berlin","berlin"
"englisch medien transkription",1,"berlin","berlin"
"dopo domani international interior design",1,"berlin","berlin"
"pavaja clinical gmbh",1,"berlin","berlin"
"dkg - deutsche kompensationsgesellschaft mbh",1,"berlin","berlin"
"wauwwomen",1,"berlin","berlin"
"patrickkrueger.com",1,"berlin","berlin"
"museum der stille",1,"berlin","berlin"
"heither & von morgen partnerschaft von rechtsanwälten",1,"berlin","berlin"
"frieze publishing ltd",1,"berlin","berlin"
"realisto gmbh",1,"berlin","berlin"
"primetime personal gmbh",1,"berlin","berlin"
"heimarbeit",1,"berlin","berlin"
"kurve/idea/csi marketing",1,"berlin","berlin"
"fraunhofer-verbund informations- und kommunikationstechnologie",1,"berlin","berlin"
"allergie-centrum-charité",1,"berlin","berlin"
"fauck gmbh",1,"berlin","berlin"
"oel berlin",1,"berlin","berlin"
"getaway pictures gmbh",1,"berlin","berlin"
"wolkn productions gmbh",1,"berlin","berlin"
"devise magazine",1,"berlin","berlin"
"new work partners berlin",1,"berlin","berlin"
"badeloft gmbh",1,"berlin","berlin"
"pachamama culture",1,"berlin","berlin"
"grandezza entertainment gmbh",1,"berlin","berlin"
"studio12 berlin",1,"berlin","berlin"
"tillerstack",1,"berlin","berlin"
"music suit up",1,"berlin","berlin"
"pi informatik gmbh",1,"berlin","berlin"
"profile property consulting gmbh",1,"berlin","berlin"
"hermann & sohn, immobilien",1,"berlin","berlin"
"zoo://icon – interactive marketing services",1,"berlin","berlin"
"office consult gmbh",1,"berlin","berlin"
"ingenieurbüro teut",1,"berlin","berlin"
"korekontrol germany gmbh",1,"berlin","berlin"
"nous film",1,"berlin","berlin"
"ballout | urban sports",1,"berlin","berlin"
"amc apartments",1,"berlin","berlin"
"tigertörtchen",1,"berlin","berlin"
"antistress (antistress.de)",1,"berlin","berlin"
"technologiestiftung berlin",1,"berlin","berlin"
"kompetenzzentrum für ganzheitliches wohlbefinden und maximale lebenskraft.",1,"berlin","berlin"
"deutsches verpackungsinstitut e.v.",1,"berlin","berlin"
"yoga delta berlin",1,"berlin","berlin"
"kulturamt neukölln",1,"berlin","berlin"
"victor-gollancz-volkshochschule",1,"berlin","berlin"
"wosnitza-berlin.de",1,"berlin","berlin"
"romeo zaccaria gmbh",1,"berlin","berlin"
"olio costa - italienische olivenöle und feinkostprodukte",1,"berlin","berlin"
"sb science management ug (haftungsbeschränkt)",1,"berlin","berlin"
"contiba gmbh",1,"berlin","berlin"
"heilemann ventures",1,"berlin","berlin"
"cartoonfilm",1,"berlin","berlin"
"finmas gmbh",1,"berlin","berlin"
"st. oberholz",1,"berlin","berlin"
"lwinstinct",1,"berlin","berlin"
"organisationsbureau berlin",1,"berlin","berlin"
"fort klassik hotels",1,"berlin","berlin"
"hum with me",1,"berlin","berlin"
"reinigungsfirma",1,"berlin","berlin"
"go2-markets gmbh",1,"berlin","berlin"
"premium immobilien",1,"berlin","berlin"
"haiti",1,"berlin","berlin"
"f101 architekten",1,"berlin","berlin"
"fangfrisch gmbh",1,"berlin","berlin"
"der homepage macher",1,"berlin","berlin"
"produktfarm - kreative & strategische produktentwicklung",1,"berlin","berlin"
"intec micro powder ag",1,"berlin","berlin"
"marta",1,"berlin","berlin"
"buchhandlung winter",1,"berlin","berlin"
"awesome agency",1,"berlin","berlin"
"berlin base",1,"berlin","berlin"
"snowden /berlin",1,"berlin","berlin"
"spielplatzwartung.com",1,"berlin","berlin"
"tfp technische fahrzeugprüfung",1,"berlin","berlin"
"the disruption consultancy",1,"berlin","berlin"
"terminal m",1,"berlin","berlin"
"properas - german funding accelerator",1,"berlin","berlin"
"ernst-reuter-oberschule",1,"berlin","berlin"
"nordwind",1,"berlin","berlin"
"eckwerk entwicklungs gmbh",1,"berlin","berlin"
"big social media gmbh",1,"berlin","berlin"
"feel festival",1,"berlin","berlin"
"restaurant rosati",1,"berlin","berlin"
"germanomedia - quality media transfer english-german",1,"berlin","berlin"
"spreeatelier gmbh",1,"berlin","berlin"
"disseminary scientific media agency",1,"berlin","berlin"
"kleihues + kleihues gesellschaft von architekten mbh",1,"berlin","berlin"
"inteo soma gmbh",1,"berlin","berlin"
"locoti gmbh",1,"berlin","berlin"
"von kiedrowski caspary rechtsanwälte",1,"berlin","berlin"
"boecker gmbh büro- und objektgestaltung",1,"berlin","berlin"
"franz immobiliengesellschaft mbh",1,"berlin","berlin"
"profi select coriolanus gmbh",1,"berlin","berlin"
"lsvd berlin",1,"berlin","berlin"
"flying steps entertainment gmbh",1,"berlin","berlin"
"kanzlei sander",1,"berlin","berlin"
"berlin baby gear",1,"berlin","berlin"
"buffaloe",1,"berlin","berlin"
"wikena gmbh",1,"berlin","berlin"
"institut für bildbewegung",1,"berlin","berlin"
"unlimited communications marketing gmbh berlin",1,"berlin","berlin"
"fleser pharma gmbh",1,"berlin","berlin"
"aktuell medien redaktionsgesellschaft",1,"berlin","berlin"
"paperc",1,"berlin","berlin"
"just add story - native english copywriting",1,"berlin","berlin"
"centrias colocation ug (haftungsbeschränkt)",1,"berlin","berlin"
"the artist/dj exchange",1,"berlin","berlin"
"confidance - service agentur der kreativwirtschaft",1,"berlin","berlin"
"coordination and counseling center against human trafficking",1,"berlin","berlin"
"galerie kuchling",1,"berlin","berlin"
"jugendfarm moritzhof",1,"berlin","berlin"
"riechert and friends gmbh & co. kg",1,"berlin","berlin"
"doyouspace",1,"berlin","berlin"
"wahl.de",1,"berlin","berlin"
"mon plaisir",1,"berlin","berlin"
"berlin school of english",1,"berlin","berlin"
"atlantis berlin wassersport",1,"berlin","berlin"
"capital language solutions",1,"berlin","berlin"
"tertianum residenz berlin",1,"berlin","berlin"
"iidee interior + design",1,"berlin","berlin"
"geoline - entdecke georgien",1,"berlin","berlin"
"hörakustik schmutzler",1,"berlin","berlin"
"gidsy",1,"berlin","berlin"
"dachtechnik gmbh",1,"berlin","berlin"
"sander.hofrichter",1,"berlin","berlin"
"waymate",1,"berlin","berlin"
"just temptation limited",1,"berlin","berlin"
"shusta",1,"berlin","berlin"
"goldene zeiten berlin gmbh",1,"berlin","berlin"
"outtakes records",1,"berlin","berlin"
"ag drupalizers",1,"berlin","berlin"
"mkb mietkautions ag",1,"berlin","berlin"
"social return stiftung ggmbh",1,"berlin","berlin"
"golden section graphics",1,"berlin","berlin"
"bonbon bar berlin",1,"berlin","berlin"
"agentur petra eggers",1,"berlin","berlin"
"7r3nk",1,"berlin","berlin"
"gallery print",1,"berlin","berlin"
"cit-kar",1,"berlin","berlin"
"cosmetico ilona skottki kosmetik",1,"berlin","berlin"
"asci consulting gmbh",1,"berlin","berlin"
"zuber facilitating",1,"berlin","berlin"
"nüchter- wintergarten gmbh",1,"berlin","berlin"
"smartnet energy",1,"berlin","berlin"
"prolendo",1,"berlin","berlin"
"tks telekommunikation und service gmbh",1,"berlin","berlin"
"digital rain gmbh",1,"berlin","berlin"
"apps 4 gaps gmbh",1,"berlin","berlin"
"lise uduak communication",1,"berlin","berlin"
"pausenfrüchtchen lieferservice",1,"berlin","berlin"
"escortess",1,"berlin","berlin"
"endil gmbh",1,"berlin","berlin"
"senator film produktion gmbh",1,"berlin","berlin"
"quartier apotheke motzstraße",1,"berlin","berlin"
"komod",1,"berlin","berlin"
"clean garant gebäudereinigung dr. winkler gmbh",1,"berlin","berlin"
"kondor security",1,"berlin","berlin"
"physiotherapeutisches zentrum am klausener platz",1,"berlin","berlin"
"beyond1435 (powered by db & plug and play)",1,"berlin","berlin"
"gf tontechnik",1,"berlin","berlin"
"tobiasguitar.com",1,"berlin","berlin"
"softmine gmbh",1,"berlin","berlin"
"inprogress",1,"berlin","berlin"
"seitenmacher internetagentur",1,"berlin","berlin"
"riverlabs gmbh",1,"berlin","berlin"
"skrivanek germany",1,"berlin","berlin"
"pizzeria piccola musica",1,"berlin","berlin"
"streetfood.eu.com",1,"berlin","berlin"
"olav nusche training und consulting©",1,"berlin","berlin"
"beauty nails",1,"berlin","berlin"
"ihde & partner rechtsanwälte",1,"berlin","berlin"
"pedanios gmbh",1,"berlin","berlin"
"road travel",1,"berlin","berlin"
"looking glass: co",1,"berlin","berlin"
"plycoco gmbh",1,"berlin","berlin"
"sapio - gesunde führung gmbh",1,"berlin","berlin"
"stilelement werbeagentur gmbh",1,"berlin","berlin"
"fractal ventures",1,"berlin","berlin"
"start up energy transition",1,"berlin","berlin"
"cochin galerie*",1,"berlin","berlin"
"büro für angewandte kommunikation",1,"berlin","berlin"
"praxis für heilkunde sabine mockenhaupt",1,"berlin","berlin"
"das reservat",1,"berlin","berlin"
"moniteurs",1,"berlin","berlin"
"vertical food",1,"berlin","berlin"
"east-west assekuranz ag",1,"berlin","berlin"
"physio company",1,"berlin","berlin"
"boothconstructions.com",1,"berlin","berlin"
"local it 4 you",1,"berlin","berlin"
"vb business group gmbh",1,"berlin","berlin"
"cerato partners group",1,"berlin","berlin"
"in aller munde restaurant gmbh",1,"berlin","berlin"
"zenaud.io",1,"berlin","berlin"
"defora networks",1,"berlin","berlin"
"photovolt development partners",1,"berlin","berlin"
"docdays productions gmbh",1,"berlin","berlin"
"intellic germany gmbh",1,"berlin","berlin"
"châteauneuf",1,"berlin","berlin"
"berlin yield estate",1,"berlin","berlin"
"r & w",1,"berlin","berlin"
"kärgel de maizière & partner",1,"berlin","berlin"
"bigboxberlin 15qm gmbh",1,"berlin","berlin"
"panke corporate affairs strategies",1,"berlin","berlin"
"lucid solutions, inc.",1,"berlin","berlin"
"baueragency gmbh",1,"berlin","berlin"
"thomas kubeneck",1,"berlin","berlin"
"ludwig graphic design",1,"berlin","berlin"
"goodstuff-pictures",1,"berlin","berlin"
"bamboe",1,"berlin","berlin"
"webdesign & onlinemarketing hatzak",1,"berlin","berlin"
"soniques ug (haftungsbeschränkt)",1,"berlin","berlin"
"globalnorm gmbh",1,"berlin","berlin"
"peter-lenné-schule",1,"berlin","berlin"
"rockelmann &",1,"berlin","berlin"
"prediger lichtberater",1,"berlin","berlin"
"exoriens gmbh",1,"berlin","berlin"
"gorki apartments",1,"berlin","berlin"
"schettle messebau",1,"berlin","berlin"
"v8 filmproduktion berlin",1,"berlin","berlin"
"eventus manufactus ltd.",1,"berlin","berlin"
"haw ausbildungszentrum für handel und wirtschaft gmbh berufsbildung",1,"berlin","berlin"
"tobias gesellchen",1,"berlin","berlin"
"bureau haiati",1,"berlin","berlin"
"mr#digisport",1,"berlin","berlin"
"5d studio",1,"berlin","berlin"
"torrefazione",1,"berlin","berlin"
"jochum medizintechnik gmbh",1,"berlin","berlin"
"monoduo films",1,"berlin","berlin"
"andrej glusgold photography",1,"berlin","berlin"
"b'mine hotels gmbh",1,"berlin","berlin"
"bianco evento",1,"berlin","berlin"
"dr. toilet",1,"berlin","berlin"
"liquidrom",1,"berlin","berlin"
"kindergarten kita chiquitita",1,"berlin","berlin"
"ipn international press news agency",1,"berlin","berlin"
"msl germany",1,"berlin","berlin"
"per4med gmbh",1,"berlin","berlin"
"vhpready services gmbh",1,"berlin","berlin"
"atelier about",1,"berlin","berlin"
"wolffpack vision gmbh",1,"berlin","berlin"
"ledavi network - emotional brand building",1,"berlin","berlin"
"echtzeit studio berlin gmbh",1,"berlin","berlin"
"djh jugendherberge berlin-am wannsee",1,"berlin","berlin"
"zehden enterprises gmbh & co. kg",1,"berlin","berlin"
"lpg biomarkt gmbh",1,"berlin","berlin"
"audio forum hifi studios gmbh",1,"berlin","berlin"
"interreg consult gmbh",1,"berlin","berlin"
"tiger films",1,"berlin","berlin"
"more than actors",1,"berlin","berlin"
"kitanetz berlin e.v.",1,"berlin","berlin"
"klitsche.de",1,"berlin","berlin"
"steel vintage bikes",1,"berlin","berlin"
"confex training gmbh",1,"berlin","berlin"
"berlin school of business & innovation (bsbi)",1,"berlin","berlin"
"salzkommunikation berlin gmbh",1,"berlin","berlin"
